"No","CVE","Description","CVSSv3","Severity","Published","References","AdvisoryIDs","AdvisoryCount"
"644","CVE-2010-4346","The install_special_mapping function in mm/mmap.c in the Linux kernel before 2.6.37-rc6 does not make an expected security_file_mmap function call, which allows local users to bypass intended mmap_min_addr restrictions and possibly conduct NULL pointer dereference attacks via a crafted assembly-language application.","2.1","LOW","2010-12-22","http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=462e635e5b73ba9a4c03913b77138cd57ce4b050; http://openwall.com/lists/oss-security/2010/12/09/12; http://openwall.com/lists/oss-security/2010/12/09/13","VCDSA23427","1"
"645","CVE-2010-4410","CRLF injection vulnerability in the header function in (1) CGI.pm before 3.50 and (2) Simple.pm in CGI::Simple 1.112 and earlier allows remote attackers to inject arbitrary HTTP headers and conduct HTTP response splitting attacks via vectors related to non-whitespace characters preceded by newline characters, a different vulnerability than CVE-2010-2761 and CVE-2010-3172.","4.3","MEDIUM","2010-12-06","http://cpansearch.perl.org/src/LDS/CGI.pm-3.50/Changes; http://kb.juniper.net/InfoCenter/index?page=content&id=JSA10705; http://kb.juniper.net/InfoCenter/index?page=content&id=JSA10735","VCDSA23437","1"
"646","CVE-2010-4422","Unspecified vulnerability in the Java Runtime Environment (JRE) in Oracle Java SE and Java for Business 6 Update 23 and earlier allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors related to Deployment.","7.6","HIGH","2011-02-17","http://marc.info/?l=bugtraq&m=134254866602253&w=2; http://marc.info/?l=bugtraq&m=134254957702612&w=2; http://secunia.com/advisories/44954","VCDSA23428","1"
"647","CVE-2010-4447","Unspecified vulnerability in the Java Runtime Environment (JRE) in Oracle Java SE and Java for Business 6 Update 23 and earlier, 5.0 Update 27 and earlier, and 1.4.2_29 and earlier allows remote untrusted Java Web Start applications and untrusted Java applets to affect confidentiality via unknown vectors related to Deployment, a different vulnerability than CVE-2010-4475.","4.3","MEDIUM","2011-02-17","http://lists.opensuse.org/opensuse-security-announce/2011-05/msg00004.html; http://lists.opensuse.org/opensuse-security-announce/2011-07/msg00010.html; http://marc.info/?l=bugtraq&m=133728004526190&w=2","VCDSA23428","1"
"648","CVE-2010-4448","Unspecified vulnerability in the Java Runtime Environment (JRE) in Oracle Java SE and Java for Business 6 Update 23 and earlier, 5.0 Update 27 and earlier, and 1.4.2_29 earlier allows remote untrusted Java Web Start applications and untrusted Java applets to affect integrity via unknown vectors related to Networking.  NOTE: the previous information was obtained from the February 2011 CPU.  Oracle has not commented on claims from a downstream vendor that this issue involves ""DNS cache poisoning by untrusted applets.""","2.6","LOW","2011-02-17","http://lists.fedoraproject.org/pipermail/package-announce/2011-February/054115.html; http://lists.fedoraproject.org/pipermail/package-announce/2011-February/054134.html; http://lists.opensuse.org/opensuse-security-announce/2011-05/msg00004.html","VCDSA23428","1"
"649","CVE-2010-4450","Unspecified vulnerability in the Java Runtime Environment (JRE) in Oracle Java SE and Java for Business 6 Update 23 and earlier for Solaris and Linux; 5.0 Update 27 and earlier for Solaris and Linux; and 1.4.2_29 and earlier for Solaris and Linux allows local standalone applications to affect confidentiality, integrity, and availability via unknown vectors related to Launcher.  NOTE: the previous information was obtained from the February 2011 CPU.  Oracle has not commented on claims from a downstream vendor that this issue is an untrusted search path vulnerability involving an empty LD_LIBRARY_PATH environment variable.","3.7","LOW","2011-02-17","http://dbhole.wordpress.com/2011/02/15/icedtea-web-1-0-1-released/; http://lists.fedoraproject.org/pipermail/package-announce/2011-February/054115.html; http://lists.fedoraproject.org/pipermail/package-announce/2011-February/054134.html","VCDSA23428","1"
"650","CVE-2010-4451","Unspecified vulnerability in the Java Runtime Environment (JRE) in Oracle Java SE and Java for Business 6 Update 23 and earlier for Windows, when using Java Update, allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors related to Install.","7.6","HIGH","2011-02-17","http://marc.info/?l=bugtraq&m=134254866602253&w=2; http://marc.info/?l=bugtraq&m=134254957702612&w=2; http://www.oracle.com/technetwork/topics/security/javacpufeb2011-304611.html","VCDSA23428","1"
"651","CVE-2010-4452","Unspecified vulnerability in the Deployment component in Java Runtime Environment (JRE) in Oracle Java SE and Java for Business 6 Update 23 and earlier allows remote untrusted Java Web Start applications and untrusted Java applets to affect confidentiality, integrity, and availability via unknown vectors.","10.0","HIGH","2011-02-17","http://marc.info/?l=bugtraq&m=134254866602253&w=2; http://marc.info/?l=bugtraq&m=134254957702612&w=2; http://secunia.com/advisories/44954","VCDSA23428","1"
"652","CVE-2010-4454","Unspecified vulnerability in the Java Runtime Environment (JRE) in Oracle Java SE and Java for Business 6 Update 23 and earlier, 5.0 Update 27 and earlier, and 1.4.2_29 and earlier allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors related to Sound and unspecified APIs, a different vulnerability than CVE-2010-4462 and CVE-2010-4473.","10.0","HIGH","2011-02-17","http://lists.opensuse.org/opensuse-security-announce/2011-05/msg00004.html; http://lists.opensuse.org/opensuse-security-announce/2011-07/msg00010.html; http://marc.info/?l=bugtraq&m=133728004526190&w=2","VCDSA23428","1"
"653","CVE-2010-4462","Unspecified vulnerability in the Java Runtime Environment (JRE) in Oracle Java SE and Java for Business 6 Update 23 and earlier, 5.0 Update 27 and earlier, and 1.4.2_29 and earlier allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors related to Sound and unspecified APIs, a different vulnerability than CVE-2010-4454 and CVE-2010-4473.","10.0","HIGH","2011-02-17","http://lists.opensuse.org/opensuse-security-announce/2011-05/msg00004.html; http://lists.opensuse.org/opensuse-security-announce/2011-07/msg00010.html; http://marc.info/?l=bugtraq&m=133728004526190&w=2","VCDSA23428","1"
"654","CVE-2010-4463","Unspecified vulnerability in the Java Runtime Environment (JRE) in Oracle Java SE and Java for Business 6 Update 21 through 6 Update 23 allows remote untrusted Java Web Start applications and untrusted Java applets to affect confidentiality, integrity, and availability via unknown vectors related to Deployment.","10.0","HIGH","2011-02-17","http://marc.info/?l=bugtraq&m=134254866602253&w=2; http://marc.info/?l=bugtraq&m=134254957702612&w=2; http://secunia.com/advisories/44954","VCDSA23428","1"
"655","CVE-2010-4465","Unspecified vulnerability in the Java Runtime Environment (JRE) in Oracle Java SE and Java for Business 6 Update 23 and earlier, 5.0 Update 27 and earlier, and 1.4.2_29 and earlier allows remote untrusted Java Web Start applications and untrusted Java applets to affect confidentiality, integrity, and availability via unknown vectors related to Swing.  NOTE: the previous information was obtained from the February 2011 CPU.  Oracle has not commented on claims from a downstream vendor that this issue is related to the lack of framework support by AWT event dispatch, and/or ""clipboard access in Applets.""","10.0","HIGH","2011-02-17","http://lists.fedoraproject.org/pipermail/package-announce/2011-February/054115.html; http://lists.fedoraproject.org/pipermail/package-announce/2011-February/054134.html; http://lists.opensuse.org/opensuse-security-announce/2011-05/msg00004.html","VCDSA23428","1"
"656","CVE-2010-4466","Unspecified vulnerability in the Java Runtime Environment (JRE) in Oracle Java SE and Java for Business 6 Update 23 and earlier for Windows, Solaris, and, Linux; 5.0 Update 27 and earlier for Windows; and 1.4.2_29 and earlier for Windows allows remote untrusted Java Web Start applications and untrusted Java applets to affect confidentiality via unknown vectors related to Deployment.","5.0","MEDIUM","2011-02-17","http://lists.opensuse.org/opensuse-security-announce/2011-05/msg00004.html; http://lists.opensuse.org/opensuse-security-announce/2011-07/msg00010.html; http://marc.info/?l=bugtraq&m=134254866602253&w=2","VCDSA23428","1"
"657","CVE-2010-4467","Unspecified vulnerability in the Java Runtime Environment (JRE) in Oracle Java SE and Java for Business 6 Update 10 through 6 Update 23 allows remote untrusted Java Web Start applications and untrusted Java applets to affect confidentiality, integrity, and availability via unknown vectors related to Deployment.","10.0","HIGH","2011-02-17","http://marc.info/?l=bugtraq&m=134254866602253&w=2; http://marc.info/?l=bugtraq&m=134254957702612&w=2; http://secunia.com/advisories/44954","VCDSA23428","1"
"658","CVE-2010-4468","Unspecified vulnerability in the Java Runtime Environment (JRE) in Oracle Java SE and Java for Business 6 Update 23 and earlier, and 5.0 Update 27 and earlier, allows remote untrusted Java Web Start applications and untrusted Java applets to affect confidentiality and integrity via unknown vectors related to JDBC.","4.0","MEDIUM","2011-02-17","http://marc.info/?l=bugtraq&m=134254866602253&w=2; http://marc.info/?l=bugtraq&m=134254957702612&w=2; http://secunia.com/advisories/44954","VCDSA23428","1"
"659","CVE-2010-4469","Unspecified vulnerability in the Java Runtime Environment (JRE) in Oracle Java SE and Java for Business 6 Update 23 and earlier, 5.0 Update 27 and earlier, and 1.4.2_29 and earlier allows remote untrusted Java Web Start applications and untrusted Java applets to affect confidentiality, integrity, and availability via unknown vectors related to HotSpot.  NOTE: the previous information was obtained from the February 2011 CPU.  Oracle has not commented on claims from a downstream vendor that this issue is heap corruption related to the Verifier and ""backward jsrs.""","10.0","HIGH","2011-02-17","http://lists.fedoraproject.org/pipermail/package-announce/2011-February/054115.html; http://lists.fedoraproject.org/pipermail/package-announce/2011-February/054134.html; http://marc.info/?l=bugtraq&m=133728004526190&w=2","VCDSA23428","1"
"660","CVE-2010-4470","Unspecified vulnerability in the Java Runtime Environment (JRE) in Oracle Java SE and Java for Business 6 Update 23, and, and earlier allows remote attackers to affect availability via unknown vectors related to JAXP and unspecified APIs.  NOTE: the previous information was obtained from the February 2011 CPU.  Oracle has not commented on claims from a downstream vendor that this issue is related to ""Features set on SchemaFactory not inherited by Validator.""","5.0","MEDIUM","2011-02-17","http://lists.fedoraproject.org/pipermail/package-announce/2011-February/054115.html; http://lists.fedoraproject.org/pipermail/package-announce/2011-February/054134.html; http://marc.info/?l=bugtraq&m=134254866602253&w=2","VCDSA23428","1"
"661","CVE-2010-4471","Unspecified vulnerability in the Java Runtime Environment (JRE) in Oracle Java SE and Java for Business 6 Update 23 and earlier, and 5.0 Update 27 and earlier allows remote untrusted Java Web Start applications and untrusted Java applets to affect confidentiality via unknown vectors related to 2D.  NOTE: the previous information was obtained from the February 2011 CPU.  Oracle has not commented on claims from a downstream vendor that this issue is related to the exposure of system properties via vectors related to Font.createFont and exception text.","5.0","MEDIUM","2011-02-17","http://lists.fedoraproject.org/pipermail/package-announce/2011-February/054115.html; http://lists.fedoraproject.org/pipermail/package-announce/2011-February/054134.html; http://marc.info/?l=bugtraq&m=134254866602253&w=2","VCDSA23428","1"
"662","CVE-2010-4472","Unspecified vulnerability in the Java Runtime Environment (JRE) in Oracle Java SE and Java for Business 6 Update 23 and earlier allows remote attackers to affect availability, related to XML Digital Signature and unspecified APIs.  NOTE: the previous information was obtained from the February 2011 CPU.  Oracle has not commented on claims from a downstream vendor that this issue involves the replacement of the ""XML DSig Transform or C14N algorithm implementations.""","2.6","LOW","2011-02-17","http://lists.fedoraproject.org/pipermail/package-announce/2011-February/054115.html; http://lists.fedoraproject.org/pipermail/package-announce/2011-February/054134.html; http://marc.info/?l=bugtraq&m=134254866602253&w=2","VCDSA23428","1"
"663","CVE-2010-4473","Unspecified vulnerability in the Java Runtime Environment (JRE) in Oracle Java SE and Java for Business 6 Update 23 and earlier, 5.0 Update 27 and earlier, and 1.4.2_29 and earlier allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors related to Sound and unspecified APIs, a different vulnerability than CVE-2010-4454 and CVE-2010-4462.","10.0","HIGH","2011-02-17","http://lists.opensuse.org/opensuse-security-announce/2011-05/msg00004.html; http://lists.opensuse.org/opensuse-security-announce/2011-07/msg00010.html; http://marc.info/?l=bugtraq&m=133728004526190&w=2","VCDSA23428","1"
"664","CVE-2010-4474","Unspecified vulnerability in the Java DB component in Oracle Java SE and Java for Business 6 Update 23, and, and earlier allows local users to affect confidentiality via unknown vectors related to Security, a similar vulnerability to CVE-2009-4269.","2.1","LOW","2011-02-17","http://marc.info/?l=bugtraq&m=134254866602253&w=2; http://marc.info/?l=bugtraq&m=134254957702612&w=2; http://www.oracle.com/technetwork/topics/security/javacpufeb2011-304611.html","VCDSA23428","1"
"665","CVE-2010-4475","Unspecified vulnerability in the Java Runtime Environment (JRE) in Oracle Java SE and Java for Business 6 Update 23 and earlier, 5.0 Update 27 and earlier, and 1.4.2_29 and earlier allows remote untrusted Java Web Start applications and untrusted Java applets to affect confidentiality via unknown vectors related to Deployment, a different vulnerability than CVE-2010-4447.","4.3","MEDIUM","2011-02-17","http://lists.opensuse.org/opensuse-security-announce/2011-05/msg00004.html; http://lists.opensuse.org/opensuse-security-announce/2011-07/msg00010.html; http://marc.info/?l=bugtraq&m=133728004526190&w=2","VCDSA23428","1"
